run_id,task_id,category,success_mode,method,model,fault_intensity,seed,recovery_budget,fault_scheduled,fault_target_tool,fault_type,fault_injected,expected_decision,predicted_decision,decision_match,numeric_answer,expected_numeric_answer,numeric_ok,tools_ok,missing_required_tools,extra_tools_used,tool_efficiency,task_success,silent_failure,safe_degradation,detected_failure,recovery_success,llm_judge_outcome,judge_confidence,grounded_in_tool_evidence,uses_stale_or_contradictory_evidence,model_calls,tool_calls,verifier_calls,judge_calls,recovery_steps,input_tokens,output_tokens,estimated_cost_usd,eval_reason,final_answer,tool_path,tools_used,experiment,variant,tool_output_verifier_enabled,recovery_budget_level
budget_sensitivity__budget_1__live_workflow_001__retry_only__lambda_0.3__seed_11__budget_1,live_workflow_001,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,11,1,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3964,372,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in current recovered tool evidence. All required tools were used. order_lookup was faulted but successfully recovered with current data, and the evidence supports that SKU-A is in stock, destination is standard_zone, and shipping_estimator reports priority_allowed=true, consistent with policy_lookup.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_1__live_workflow_001__retry_only__lambda_0.3__seed_22__budget_1,live_workflow_001,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,1,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.98,False,True,4,5,5,1,0,4885,424,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and uses all required tools, but it is not grounded in valid current tool evidence because one cited shipping_estimator result was from an unresolved malformed-output fault, and the answer relies on that invalid/contradictory evidence. Since the faulty output was unrecovered and should not be treated as valid evidence, the response is not fully grounded despite the later successful retry.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|shipping_estimator,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|shipping_estimator,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_workflow_001__retry_only__lambda_0.3__seed_11__budget_2,live_workflow_001,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,11,2,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3960,421,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in the recovered/current tool evidence. All required tools were used. The order_lookup failure was detected and successfully recovered with current data, showing SKU-A, destination standard_zone, requested_shipping priority, and quantity 2. inventory_lookup confirms SKU-A is in stock with sufficient units. shipping_estimator explicitly returns priority_allowed=true for standard_zone. policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and the destination is not restricted, which is satisfied here. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_2__live_workflow_001__retry_only__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.98,True,False,4,5,5,1,0,4887,455,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and is supported by current evidence from all required tools. Order lookup shows O-2001 is SKU-A destined for standard_zone with quantity 2; inventory lookup confirms SKU-A is in stock with sufficient units; policy_lookup states priority shipping is allowed when in stock, quantity is available, and destination is not restricted; the second shipping_estimator call returns priority_allowed=true. Although an earlier shipping_estimator call was malformed and unresolved, the final answer relies on the later valid estimator output rather than stale or contradictory evidence.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|shipping_estimator,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|shipping_estimator,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_workflow_001__retry_only__lambda_0.3__seed_11__budget_3,live_workflow_001,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,11,3,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,4,1,1,3936,367,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in current recovered tool evidence. All required tools were used, and the recovered order_lookup result plus inventory_lookup, shipping_estimator, and policy_lookup all support allowing priority shipping: SKU-A is in stock, destination is standard_zone, and shipping_estimator reports priority_allowed=true under the current policy.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_3__live_workflow_001__retry_only__lambda_0.3__seed_22__budget_3,live_workflow_001,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,3,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.98,False,True,4,5,5,1,0,4865,470,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and uses all required tools, but it is not grounded in valid current tool evidence because the shipping_estimator result the answer relies on is explicitly marked as malformed with unresolved fault. The model also claims a valid shipping_estimator conclusion from the faulty output, while a later recovered shipping_estimator result exists in the evidence set but was not reflected in the tool path and the answer evidence mix is inconsistent. Because the answer depends on recovered/contradictory handling of a faulty tool rather than clean evidence, it is not safe degradation.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel|shipping_estimator,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|shipping_estimator,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_workflow_001__full_replanning__lambda_0.3__seed_11__budget_1,live_workflow_001,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,11,1,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4000,397,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in current recovered tool evidence: order_lookup shows O-2001 is SKU-A in standard_zone with priority requested, inventory_lookup shows SKU-A in stock, shipping_estimator says priority_allowed=true, and policy_lookup states priority shipping is allowed when in stock, quantity is available, and destination is not restricted. The injected order_lookup failure was recovered with current evidence, so no stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_1__live_workflow_001__full_replanning__lambda_0.3__seed_22__budget_1,live_workflow_001,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,1,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3930,414,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is grounded in current tool evidence. It uses all required tools, including the recovered shipping_estimator result after a detected malformed-output failure. The evidence supports the conclusion: O-2001 is SKU-A, destination standard_zone, SKU-A is in stock with sufficient units, shipping_estimator recovered result says priority_allowed true, and policy_lookup states priority shipping is allowed when in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_workflow_001__full_replanning__lambda_0.3__seed_11__budget_2,live_workflow_001,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,11,2,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4000,392,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in current recovered tool evidence. It used all required tools, including the recovered current order_lookup result showing order O-2001 has SKU-A, destination standard_zone, and quantity 2; inventory_lookup confirms SKU-A is in stock; shipping_estimator explicitly says priority_allowed true; and policy_lookup states priority shipping is allowed under these conditions. There is no stale or contradictory evidence.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_2__live_workflow_001__full_replanning__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3934,433,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is supported by current tool evidence from all required tools. order_lookup shows order O-2001 uses SKU-A, destination standard_zone, requested priority shipping, quantity 2. inventory_lookup shows SKU-A is in stock with sufficient units. shipping_estimator had a malformed fault but was recovered with current valid output indicating priority_allowed=true for the same order context. policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted, which is consistent with the other evidence. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_workflow_001__full_replanning__lambda_0.3__seed_11__budget_3,live_workflow_001,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,11,3,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4002,410,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is grounded in current recovered tool evidence from all required tools. order_lookup was faulted but recovered with current data showing SKU-A, standard_zone, priority requested, quantity 2. inventory_lookup shows SKU-A in stock with 25 units, shipping_estimator says priority_allowed=true for SKU-A to standard_zone, and policy_lookup states priority shipping is allowed when in stock, quantity available, and destination is not restricted. No stale, contradictory, or missing required evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_3__live_workflow_001__full_replanning__lambda_0.3__seed_22__budget_3,live_workflow_001,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,3,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3922,389,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is grounded in current tool evidence from all required tools. The shipping_estimator fault was detected and recovered with a current recovered result, so the cited evidence is valid. Order O-2001 uses SKU-A, destination standard_zone, quantity 2; SKU-A is in stock; shipping_estimator reports priority_allowed true; policy_lookup states priority shipping is allowed under these conditions.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_workflow_001__self_healing__lambda_0.3__seed_11__budget_1,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,1,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4080,421,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is supported by current tool evidence: order_lookup shows O-2001 is SKU-A destined for standard_zone with priority requested, inventory_lookup shows SKU-A is in stock with 25 units, shipping_estimator returns priority_allowed=true for this order context, and policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. The order_lookup failure was detected and recovered with current evidence, so the answer is grounded and not stale or contradictory.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_1__live_workflow_001__self_healing__lambda_0.3__seed_22__budget_1,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,1,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3955,419,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in current/recovered tool evidence. All required tools were used: order_lookup shows O-2001 has SKU-A, destination standard_zone, quantity 2; inventory_lookup shows SKU-A is in stock with 25 units; shipping_estimator had a malformed-output fault but was successfully recovered, and the recovered result states priority_allowed true for SKU-A to standard_zone, quantity 2; policy_lookup states priority shipping is allowed when in stock, quantity available, and destination not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_workflow_001__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4028,375,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current recovered tool evidence. All required tools were used: order_lookup was recovered successfully after an injected unavailable_tool fault, inventory_lookup shows SKU-A in stock, shipping_estimator says priority_allowed true for standard_zone, and policy_lookup confirms priority shipping is allowed when stock/quantity/destination conditions are met. No stale, contradictory, or missing evidence is present.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_2__live_workflow_001__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,4,1,1,3951,395,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and is supported by current tool evidence. Order lookup shows O-2001 uses SKU-A with destination standard_zone and quantity 2; inventory shows SKU-A is in stock with sufficient units; shipping_estimator was faulted but successfully recovered with a current result of priority_allowed=true; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_workflow_001__self_healing__lambda_0.3__seed_11__budget_3,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,3,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4074,416,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current recovered tool evidence. All required tools were used. order_lookup was faulted but successfully recovered with current data showing SKU-A, destination standard_zone, requested shipping priority, and quantity 2. inventory_lookup shows SKU-A in stock, shipping_estimator says priority_allowed true for standard_zone, and policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and the destination is not restricted. The answer is therefore grounded and aligned with the tool evidence.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_3__live_workflow_001__self_healing__lambda_0.3__seed_22__budget_3,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,3,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3973,427,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and uses all required tools. Its evidence is grounded in current tool outputs: order_lookup shows O-2001 has SKU-A, destination standard_zone, and quantity 2; inventory_lookup shows SKU-A is in stock with 25 units; shipping_estimator was faulted but recovered successfully, and the recovered result explicitly says priority_allowed=true for SKU-A to standard_zone with quantity 2; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_workflow_002__retry_only__lambda_0.3__seed_22__budget_1,live_workflow_002,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,1,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3866,383,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('not_allowed'), uses all required tools, and is grounded in current tool evidence. Order lookup shows destination restricted_zone and requested priority shipping; shipping_estimator recovered from an injected timeout and returned priority_allowed=false because the destination is restricted; policy_lookup confirms priority shipping is not allowed to restricted zones. No stale or contradictory evidence is used.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_workflow_002__retry_only__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3874,388,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision (not_allowed) and is supported by current tool evidence: order_lookup shows destination restricted_zone, shipping_estimator recovered successfully with priority_allowed=false due to restricted destination, and policy_lookup states priority shipping is not allowed to restricted zones. inventory_lookup was also used and is consistent. No stale or contradictory evidence is used.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_workflow_002__retry_only__lambda_0.3__seed_22__budget_3,live_workflow_002,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,3,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3892,421,0.0,rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is supported by current tool evidence. order_lookup shows destination restricted_zone and priority request; inventory_lookup confirms stock availability; shipping_estimator recovered successfully from a timeout and returned current evidence priority_allowed=false with reason destination is restricted; policy_lookup states priority shipping is not allowed to restricted zones. No stale or contradictory evidence is used.,Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_workflow_002__full_replanning__lambda_0.3__seed_22__budget_1,live_workflow_002,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,1,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3902,385,0.0,rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is supported by current tool evidence from all required tools. order_lookup shows destination restricted_zone; inventory_lookup shows stock available; shipping_estimator (recovered current result) explicitly says priority_allowed false because destination is restricted; policy_lookup states priority shipping is unavailable to restricted zones. No stale or contradictory evidence is used.,Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_workflow_002__full_replanning__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3894,397,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is supported by current tool evidence: order_lookup shows destination restricted_zone and priority shipping requested; shipping_estimator (recovered current result) says priority_allowed false because destination is restricted; policy_lookup states priority shipping is only allowed when destination is not a restricted zone. All required tools were used, and the recovery from the injected timeout was successful, so no stale or contradictory evidence is relied upon.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_workflow_002__full_replanning__lambda_0.3__seed_22__budget_3,live_workflow_002,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,3,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3902,396,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is supported by current tool evidence. order_lookup shows destination restricted_zone and requested priority shipping; inventory_lookup confirms stock availability; shipping_estimator was faulted but recovered with a current result stating priority_allowed false because destination is restricted; policy_lookup independently states priority shipping is not allowed to restricted zones. No stale or contradictory evidence is used, and all required tools were used.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_workflow_002__self_healing__lambda_0.3__seed_22__budget_1,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,1,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3949,389,0.0,rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is fully grounded in current tool evidence. Order lookup shows destination restricted_zone and requested_shipping priority; shipping_estimator recovered from a timeout and returned current evidence priority_allowed false due to restricted destination; policy_lookup confirms priority shipping is disallowed for restricted zones. All required tools were used and no stale or contradictory evidence was relied upon.,Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_workflow_002__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3927,379,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected 'not_allowed' and is grounded in current tool evidence: order_lookup shows destination restricted_zone, shipping_estimator recovered current result says priority_allowed false because destination is restricted, and policy_lookup states priority shipping is disallowed to restricted zones. inventory_lookup was also used and supports availability. No stale or contradictory evidence is relied on.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_workflow_002__self_healing__lambda_0.3__seed_22__budget_3,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,3,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3925,392,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected outcome: not_allowed. It is grounded in current tool evidence from all required tools: order_lookup shows destination restricted_zone, inventory_lookup shows stock available, shipping_estimator was recovered from a timeout and returned priority_allowed false with reason destination is restricted, and policy_lookup states priority shipping is disallowed for restricted zones. No stale or contradictory evidence is used, and the result is not a silent failure.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_workflow_003__retry_only__lambda_0.3__seed_22__budget_1,live_workflow_003,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,1,True,inventory_lookup,stale_context,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.91,True,True,3,4,4,1,0,3708,403,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected allowed outcome and is supported by current tool evidence from order_lookup, shipping_estimator, and policy_lookup. However, the answer also relies on inventory availability context indirectly and the only inventory_lookup result is explicitly stale/outdated with an unresolved fault, so the response is not fully grounded in current evidence and does use stale evidence. It is not a safe degradation because the model did not acknowledge the stale inventory fault while still giving a definitive answer, but it is not a silent failure because the decision is correct.",Yes. The requested standard shipping path is available for order O-2003.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,budget_sensitivity,budget_1,True,1
