run_id,task_id,category,success_mode,method,model,fault_intensity,seed,recovery_budget,fault_scheduled,fault_target_tool,fault_type,fault_injected,expected_decision,predicted_decision,decision_match,numeric_answer,expected_numeric_answer,numeric_ok,tools_ok,missing_required_tools,extra_tools_used,tool_efficiency,task_success,silent_failure,safe_degradation,detected_failure,recovery_success,llm_judge_outcome,judge_confidence,grounded_in_tool_evidence,uses_stale_or_contradictory_evidence,model_calls,tool_calls,verifier_calls,judge_calls,recovery_steps,input_tokens,output_tokens,estimated_cost_usd,eval_reason,final_answer,tool_path,tools_used
live_calc_001__self_healing__lambda_0.3__seed_11__budget_2,live_calc_001,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,11,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,2,1,0,1,1,2252,243,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the recovered current calculator result (64.917525) and uses the required tool. The tool evidence explicitly includes a fresh recovered result after detecting stale context, so the answer is grounded in current evidence, not the injected stale output. It also matches the expected numeric decision; the slight difference from 64.92 is just rounding.",64.917525,calculator,calculator
live_calc_002__retry_only__lambda_0.3__seed_11__budget_2,live_calc_002,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,77.35,77.35,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1911,235,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and value (77.35). It is directly supported by current calculator evidence showing the expression 2 * 45.50 * (1 - 0.15) = 77.35, with no faults, contradictions, or stale outputs.",77.35,calculator,calculator
live_calc_002__full_replanning__lambda_0.3__seed_11__budget_2,live_calc_002,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,77.35,77.35,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1917,246,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and numeric value (77.35). It is directly supported by current calculator tool evidence showing the expression 2 * 45.50 * (1 - 0.15) equals 77.35. Required tool use is satisfied and there is no stale, contradictory, or faulty evidence.",77.35,calculator,calculator
live_calc_002__self_healing__lambda_0.3__seed_11__budget_2,live_calc_002,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,77.35,77.35,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1947,245,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 77.35 and is directly supported by current calculator evidence for the expression 2 * 45.50 * (1 - 0.15). The required tool was used, there is no injected fault, and no stale or contradictory evidence is present.",The refund amount is 77.35.,calculator,calculator
live_calc_003__retry_only__lambda_0.3__seed_11__budget_2,live_calc_003,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,87.4,87.4,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1887,212,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 87.4, uses the required calculator tool, and is directly supported by current, successful tool evidence showing 0.4*82 + 0.6*91 = 87.4. No stale, contradictory, or faulty evidence is present.",87.4,calculator,calculator
live_calc_003__full_replanning__lambda_0.3__seed_11__budget_2,live_calc_003,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,87.4,87.4,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1889,202,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 87.4, uses the required calculator tool, and is directly supported by current, unrecovered tool evidence showing 0.4*82 + 0.6*91 = 87.4.",87.4,calculator,calculator
live_calc_003__self_healing__lambda_0.3__seed_11__budget_2,live_calc_003,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,87.4,87.4,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1911,220,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and value (87.4). It is directly grounded in current calculator evidence, which is fresh and unrecovered-fault-free. No contradictions, stale evidence, or missing required tool use are present.",87.4,calculator,calculator
live_calc_004__retry_only__lambda_0.3__seed_11__budget_2,live_calc_004,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1827,186,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 5.0, uses the required calculator tool, and is directly supported by fresh current tool evidence showing 25/5 = 5.0. No contradictions, stale evidence, or faults are present.",The inventory coverage ratio is 5.,calculator,calculator
live_calc_004__full_replanning__lambda_0.3__seed_11__budget_2,live_calc_004,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1831,188,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and value (5.0), uses the required calculator tool, and is directly supported by current tool evidence showing 25/5 = 5.0. No stale, contradictory, or faulty evidence is present.",The inventory coverage ratio is 5.,calculator,calculator
live_calc_004__self_healing__lambda_0.3__seed_11__budget_2,live_calc_004,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1841,181,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 5.0, uses the required calculator tool, and is directly supported by current tool evidence showing 25/5 = 5.0. No stale, contradictory, or faulty evidence is present.",5,calculator,calculator
live_calc_005__retry_only__lambda_0.3__seed_11__budget_2,live_calc_005,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,108.0,108.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1936,208,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 108.0, uses the required calculator tool, and is directly supported by current, unrecovered tool evidence showing the expression evaluates to 108.0.",108.00,calculator,calculator
live_calc_005__full_replanning__lambda_0.3__seed_11__budget_2,live_calc_005,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,108.0,108.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1938,229,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 108.0, uses the required calculator tool, and is directly supported by current, non-faulty tool evidence showing 125.00 * (1 - 0.20) * (1 + 0.08) = 108.0.",108.00,calculator,calculator
live_calc_005__self_healing__lambda_0.3__seed_11__budget_2,live_calc_005,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,numeric_value,numeric_value,True,108.0,108.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1917,208,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and value (108.0). It is directly grounded in current calculator evidence showing 125.00 * 0.80 * 1.08 = 108.0, with no faults, contradictions, or stale data.",108.00,calculator,calculator
live_retrieval_001__retry_only__lambda_0.3__seed_22__budget_2,live_retrieval_001,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3340,326,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is fully supported by current tool evidence: order O-1001 has delay_hours 60, customer C-001 is Gold and active, and the current policy allows expedited replacement for delayed (>48h), active Gold/Platinum customers. All required tools were used and no stale or contradictory evidence appears.",Expedited replacement is allowed for order O-1001.,order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_001__full_replanning__lambda_0.3__seed_22__budget_2,live_retrieval_001,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3331,336,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is supported by current evidence from all required tools. Order O-1001 has 60 hours delay, customer C-001 is Gold and active, and the policy explicitly allows expedited replacement for delayed orders over 48 hours when the customer is Gold/Platinum and active.",Expedited replacement is allowed for order O-1001.,order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_001__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_001,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3375,355,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is fully supported by current, consistent tool evidence: order O-1001 is delayed 60 hours, customer C-001 is Gold and active, and the policy allows expedited replacement for delayed orders over 48 hours for active Gold/Platinum customers. All required tools were used, with no stale, contradictory, or faulty evidence.",Expedited replacement is allowed for order O-1001.,order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_002__retry_only__lambda_0.3__seed_22__budget_2,live_retrieval_002,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,order_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,0,1,1,3680,379,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision (not_allowed) and is grounded in current recovered tool evidence. It correctly uses the required order_lookup, customer_lookup, and policy_lookup results: O-1002 has delay_hours 72, customer C-002 is Silver, and the policy allows expedited replacement only for Gold or Platinum tiers (with an active account and >48h delay). No stale, contradictory, or malformed evidence is used.","Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours and the account is active, but the customer is Silver tier, while the policy requires Gold or Platinum tier.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_002__full_replanning__lambda_0.3__seed_22__budget_2,live_retrieval_002,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,order_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,0,1,1,3726,387,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of not_allowed and is grounded in current recovered tool evidence. It correctly uses order_lookup (O-1002 delayed 72 hours), customer_lookup (C-002 is Silver and active), and policy_lookup (requires Gold or Platinum tier plus delayed >48 hours and active account). The conclusion is supported by the policy and customer tier constraint. The recovered order_lookup result is current, and no stale or contradictory evidence is used.","Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours and the account is active, but the customer is Silver tier, while the policy requires Gold or Platinum tier.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_002__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_002,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,order_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,0,1,1,3772,359,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is fully supported by current recovered tool evidence: order O-1002 is delayed 72 hours, customer C-002 is Silver and active, and the policy requires Gold or Platinum for expedited replacement. The answer correctly uses all required tools and does not rely on stale or contradictory evidence.","Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours and the account is active, but the customer is Silver tier, while the policy requires Gold or Platinum tier.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_003__retry_only__lambda_0.3__seed_22__budget_2,live_retrieval_003,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3377,339,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is fully supported by current tool evidence: order O-1003 has delay_hours 0, while the policy requires delay greater than 48 hours for expedited replacement. Required tools were used and the reasoning is consistent with the retrieved evidence.","Expedited replacement is not allowed for order O-1003 because the order is on time with 0 delay hours, so it does not meet the policy’s delay requirement.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_003__full_replanning__lambda_0.3__seed_22__budget_2,live_retrieval_003,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3486,408,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('not_allowed'), uses all required current tool evidence (order, customer, policy), and the reasoning is consistent with the data: O-1003 has 0 delay hours, while policy requires delay > 48 hours for eligibility. No stale, contradictory, or unrecovered evidence is used.","Expedited replacement is not allowed for order O-1003 because the order has 0 delay hours, and the policy requires a delay of more than 48 hours. The customer is Platinum and active, but the delay condition is not met.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_003__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_003,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3400,336,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order O-1003 has delay_hours 0, and the policy requires delay > 48 hours for expedited replacement. The required tools were used, and there is no stale, contradictory, or unsupported evidence.","Expedited replacement is not allowed for order O-1003 because the order is on time with 0 delay hours, so it does not meet the policy’s delay requirement.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_004__retry_only__lambda_0.3__seed_22__budget_2,live_retrieval_004,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,4,3,0,1,0,4044,305,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is supported by current tool evidence: order O-1004 is delayed 52 hours, customer C-004 is Gold and active, and the current policy permits expedited replacement under those conditions. Required tools were used and there is no stale, contradictory, or missing evidence.",Expedited replacement is allowed for order O-1004.,order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_004__full_replanning__lambda_0.3__seed_22__budget_2,live_retrieval_004,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3314,324,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is fully supported by current tool evidence: order O-1004 has delay_hours 52, customer C-004 is Gold and active, and the current policy allows expedited replacement when delay exceeds 48 hours with Gold/Platinum active customers. All required tools were used and there is no stale or contradictory evidence.",Expedited replacement is allowed for order O-1004.,order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_004__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_004,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3354,339,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of allowed and is fully supported by current tool evidence: O-1004 is delayed 52 hours, C-004 is Gold and active, and the policy permits expedited replacement under those conditions. All required tools were used, and there is no stale, contradictory, or missing evidence.",Expedited replacement is allowed for order O-1004.,order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_005__retry_only__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.98,True,False,4,4,0,1,0,4446,353,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: O-1005 is delayed 80 hours, customer C-005 is inactive, and the current replacement policy states inactive accounts are not eligible. Although one policy_lookup result was malformed, the final answer relied on the recovered/current valid policy evidence rather than stale or contradictory data.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, which makes the order ineligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup|policy_lookup
live_retrieval_005__full_replanning__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,0,1,1,3688,350,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order O-1005 has delay_hours 80, customer C-005 is inactive, and the recovered policy states inactive accounts are not eligible for expedited replacement. The policy_lookup fault was detected and recovered, and the answer used the recovered current policy evidence rather than stale or malformed output.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_retrieval_005__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,0,1,1,3723,379,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of not_allowed and is grounded in current tool evidence: order_lookup shows O-1005 is delayed 80 hours and customer_id C-005; customer_lookup shows C-005 is inactive; recovered policy_lookup states expedited replacement requires an active account and that inactive accounts are not eligible. The malformed policy output was detected and recovered, so the answer relies on valid recovered evidence rather than stale or contradictory data.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup
live_workflow_001__retry_only__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.93,False,False,4,5,0,1,0,4885,414,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and required tools were used, but the answer is not fully grounded in valid tool evidence because one cited shipping_estimator result was from an injected malformed/unresolved faulty output. The second shipping_estimator result is current and supports the decision, so the overall decision is correct, but the evidence summary improperly includes faulty evidence.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|shipping_estimator,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|shipping_estimator
live_workflow_001__full_replanning__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,3934,423,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and uses all required tools. It is grounded in current tool evidence: order_lookup shows O-2001 has SKU-A, destination standard_zone, and quantity 2; inventory_lookup shows SKU-A is in stock with 25 units; shipping_estimator was faulted but successfully recovered with current output indicating priority_allowed=true for SKU-A to standard_zone; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_001__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,3967,390,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is supported by current tool evidence. All required tools were used. The order shows SKU-A, destination standard_zone, and priority request; inventory confirms SKU-A is in stock with sufficient units; shipping_estimator was faulted but recovered to a current valid result stating priority_allowed true; policy_lookup states priority shipping is allowed under these conditions. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_002__retry_only__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,3844,395,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision ('not_allowed') and is supported by current tool evidence. order_lookup shows destination restricted_zone and requested_shipping priority; shipping_estimator was recovered successfully after a timeout and returned priority_allowed=false with reason destination is restricted; policy_lookup confirms priority shipping is disallowed for restricted zones. inventory_lookup also confirms stock availability, so the refusal is grounded and consistent. All required tools were used, and no stale or contradictory evidence is present.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_002__full_replanning__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,0,1,1,3902,380,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is supported by current tool evidence: order_lookup shows destination restricted_zone, shipping_estimator recovered result says priority_allowed false because destination is restricted, and policy_lookup states priority shipping is not allowed to restricted zones. All required tools were used, and the only injected fault was recovered before use.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_002__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,3925,376,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision (not_allowed) and is supported by current tool evidence: order_lookup shows destination restricted_zone, shipping_estimator recovered current result says priority_allowed false because destination is restricted, and policy_lookup says priority shipping is not allowed to restricted zones. inventory_lookup is also current and consistent. No stale or contradictory evidence is used.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_003__retry_only__lambda_0.3__seed_22__budget_2,live_workflow_003,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,inventory_lookup,stale_context,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.94,True,True,3,4,0,1,0,3936,450,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision ('allowed') and uses all required tools. The core conclusion is supported by current evidence from order_lookup, policy_lookup, and shipping_estimator. However, the answer's evidence list explicitly relies on inventory_lookup despite it being marked stale/outdated with an unresolved fault, so the response is not fully grounded only in valid current evidence. It is still correct overall, but it does use stale evidence.",Yes. The requested standard shipping path is available for order O-2003.,order_lookup|policy_lookup|inventory_lookup|shipping_estimator,order_lookup|policy_lookup|inventory_lookup|shipping_estimator
live_workflow_003__full_replanning__lambda_0.3__seed_22__budget_2,live_workflow_003,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,inventory_lookup,stale_context,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,4005,423,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in the recovered/current tool evidence: order_lookup shows order O-2003 is standard shipping, quantity 3, destination standard_zone, SKU-C; inventory_lookup recovered current data showing SKU-C has 4 available units; shipping_estimator says standard shipping is available for SKU-C to standard_zone with quantity 3; policy_lookup states standard shipping is required when priority conditions are not met, which is consistent with availability here. The answer does not rely on the injected stale inventory result. All required tools were used. ",Yes. The requested standard shipping path is available for order O-2003.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
